addr,status,kind,module,name,rom_size
0x08052aa8,1,,code_804F0B8,Op_SfxPlay,36
0x08052acc,1,,code_804F0B8,Op_SfxStop,28
0x08052ae8,0,,code_804F0B8,sub_8052AE8,76
0x08052b34,1,,code_804F0B8,sub_8052B34,76
0x08052b80,1,,code_804F0B8,Op_WaitCharsStop,32
0x08052ba0,1,,code_804F0B8,Op_LoadCharaGfx,64
0x08052be0,1,,code_804F0B8,Op_LoadCharaPal,36
0x08052c04,1,,code_804F0B8,Op_WaitSpriteLoad,32
0x08052c24,1,,code_804F0B8,Op_SceneChangeFade,108
0x08052c90,1,,code_804F0B8,Op_SceneChangePlain,64
0x08052cd0,1,,code_804F0B8,Op_WaitSceneIdle,32
0x08052cf0,1,,code_804F0B8,Op_LoadMap,92
0x08052d4c,1,,code_804F0B8,Op_IfEventFlagJump,64
0x08052d8c,1,,code_804F0B8,Op_SetEventFlag,32
0x08052dac,1,,code_804F0B8,Op_ClearEventFlag,32
0x08052dcc,1,,code_804F0B8,Op_IfSwitchJump,64
0x08052e0c,1,,code_804F0B8,Op_SetSwitch,32
0x08052e2c,1,,code_804F0B8,Op_ClearSwitch,32
0x08052e4c,1,,code_804F0B8,Op_CameraSnap,32
0x08052e6c,1,,code_804F0B8,Op_CameraFollow,20
0x08052e80,1,,code_804F0B8,Op_WaitCameraSnap,28
0x08052e9c,1,,code_804F0B8,Op_LoadCutsceneAnim,36
0x08052ec0,1,,code_804F0B8,Op_RestartCharaAnim,96
0x08052f20,1,,code_804F0B8,Op_WaitCharaAnim,36
0x08052f44,0,,code_804F0B8,sub_8052F44,104
0x08052fac,1,,code_804F0B8,Op_LoadAnimSet,28
0x08052fc8,1,,code_804F0B8,Op_AnimSlotResume,28
0x08052fe4,1,,code_804F0B8,Op_AnimSlotPause,28
0x08053000,1,,code_804F0B8,Op_WaitAnimSlotIdle,36
0x08053024,1,,code_804F0B8,Op_MenuLoadAnims,28
0x08053040,1,,code_804F0B8,Op_MenuUnlock,28
0x0805305c,1,,code_804F0B8,Op_MenuLock,28
0x08053078,1,,code_804F0B8,Op_WaitMenuReady,36
0x0805309c,1,,code_804F0B8,Op_FullHealParty,24
0x080530b4,1,,code_804F0B8,Op_EquipItem,32
0x080530d4,1,,code_804F0B8,Op_GiveTakeItem,48
0x08053104,1,,code_804F0B8,Op_SilverAddSub,52
0x08053138,1,,code_804F0B8,Op_IfItemQtyJump,52
0x0805316c,1,,code_804F0B8,Op_ChestOpen,32
0x0805318c,1,,code_804F0B8,Op_SaveUiTrigger,28
0x080531a8,1,,code_804F0B8,Op_IfSaveLoadedJump,60
0x080531e4,1,,code_804F0B8,Op_SaveTimerA,28
0x08053200,1,,code_804F0B8,Op_SaveTimerB,28
0x0805321c,1,,code_804F0B8,Op_IfSaveFlagJump,56
0x08053254,1,,code_804F0B8,Op_SaveOp,28
0x08053270,0,,code_804F0B8,sub_8053270,108
0x080532dc,1,,code_804F0B8,sub_80532DC,108
0x08053348,1,,code_804F0B8,Op_ClearSwitchTail,24
0x08053360,1,,code_804F0B8,Op_IfMoneyJump,64
0x080533a0,1,,code_804F0B8,Op_StartLogoFade,20
0x080533b4,1,,code_804F0B8,Op_WaitLogoFade,32
0x080533d4,1,,code_804F0B8,sub_80533D4,28
0x080533f0,1,,sound,SoundMain_Frame,196
0x080534b4,1,,sound,SoundTracks_Frame,232
0x0805359c,1,,sound,Sound_Init,76
0x080535e8,1,,sound,Sound_GetFlags,12
0x080535f4,1,,sound,Sound_VSyncOff,24
0x0805360c,1,,sound,Sound_VSyncOn,28
0x08053628,1,,sound,Bgm_Play,96
0x08053688,1,,sound,Bgm_Stop,20
0x0805369c,1,,sound,Bgm_SetVolume,36
0x080536c0,1,,sound,Bgm_FadeIn,44
0x080536ec,1,,sound,Bgm_FadeOut,52
0x08053720,1,,sound,Bgm_Continue,20
0x08053734,1,,sound,Sfx_TrackBusy,24
0x0805374c,1,,sound,Sfx_Play,116
0x080537c0,1,,sound,Sfx_PlayFade,120
0x08053838,1,,sound,Sfx_StopTrack,76
0x08053884,1,,sound,Sfx_GetLoopFlag,24
